curated_chunk_id,curated_section_id,year,chunk_index,title,theme,source_type,original_start_pdf_page,original_end_pdf_page,word_count
CUR2010_S007_C080,CUR2010_S007,2010,80,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,987
CUR2010_S007_C081,CUR2010_S007,2010,81,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,994
CUR2010_S007_C082,CUR2010_S007,2010,82,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,998
CUR2010_S007_C083,CUR2010_S007,2010,83,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,989
CUR2010_S007_C084,CUR2010_S007,2010,84,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,991
CUR2010_S007_C085,CUR2010_S007,2010,85,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,996
CUR2010_S007_C086,CUR2010_S007,2010,86,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,928
CUR2010_S007_C087,CUR2010_S007,2010,87,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,870
CUR2010_S007_C088,CUR2010_S007,2010,88,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,871
CUR2010_S007_C089,CUR2010_S007,2010,89,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,868
CUR2010_S007_C090,CUR2010_S007,2010,90,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,869
CUR2010_S007_C091,CUR2010_S007,2010,91,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,880
CUR2010_S007_C092,CUR2010_S007,2010,92,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,880
CUR2010_S007_C093,CUR2010_S007,2010,93,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,872
CUR2010_S007_C094,CUR2010_S007,2010,94,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,869
CUR2010_S007_C095,CUR2010_S007,2010,95,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,870
CUR2010_S007_C096,CUR2010_S007,2010,96,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,870
CUR2010_S007_C097,CUR2010_S007,2010,97,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,869
CUR2010_S007_C098,CUR2010_S007,2010,98,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,868
CUR2010_S007_C099,CUR2010_S007,2010,99,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,869
CUR2010_S007_C100,CUR2010_S007,2010,100,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,870
CUR2010_S007_C101,CUR2010_S007,2010,101,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,871
CUR2010_S007_C102,CUR2010_S007,2010,102,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,872
CUR2010_S007_C103,CUR2010_S007,2010,103,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,869
CUR2010_S007_C104,CUR2010_S007,2010,104,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,868
CUR2010_S007_C105,CUR2010_S007,2010,105,De äldres omdöme om hemtjänst och säbo,omsorgsinsatser_och_boende,legacy_title_located_in_original_report,10,150,722
CUR2011_S001_C001,CUR2011_S001,2011,1,Redovisning av indikatorer,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,7,11,835
CUR2011_S001_C002,CUR2011_S001,2011,2,Redovisning av indikatorer,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,7,11,392
CUR2011_S002_C001,CUR2011_S002,2011,1,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,834
CUR2011_S002_C002,CUR2011_S002,2011,2,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,831
CUR2011_S002_C003,CUR2011_S002,2011,3,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,902
CUR2011_S002_C004,CUR2011_S002,2011,4,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,990
CUR2011_S002_C005,CUR2011_S002,2011,5,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,972
CUR2011_S002_C006,CUR2011_S002,2011,6,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,931
CUR2011_S002_C007,CUR2011_S002,2011,7,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,863
CUR2011_S002_C008,CUR2011_S002,2011,8,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,927
CUR2011_S002_C009,CUR2011_S002,2011,9,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,928
CUR2011_S002_C010,CUR2011_S002,2011,10,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,901
CUR2011_S002_C011,CUR2011_S002,2011,11,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,900
CUR2011_S002_C012,CUR2011_S002,2011,12,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,903
CUR2011_S002_C013,CUR2011_S002,2011,13,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,908
CUR2011_S002_C014,CUR2011_S002,2011,14,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,930
CUR2011_S002_C015,CUR2011_S002,2011,15,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,903
CUR2011_S002_C016,CUR2011_S002,2011,16,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,942
CUR2011_S002_C017,CUR2011_S002,2011,17,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,891
CUR2011_S002_C018,CUR2011_S002,2011,18,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,823
CUR2011_S002_C019,CUR2011_S002,2011,19,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,942
CUR2011_S002_C020,CUR2011_S002,2011,20,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,859
CUR2011_S002_C021,CUR2011_S002,2011,21,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,862
CUR2011_S002_C022,CUR2011_S002,2011,22,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,859
CUR2011_S002_C023,CUR2011_S002,2011,23,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,859
CUR2011_S002_C024,CUR2011_S002,2011,24,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C025,CUR2011_S002,2011,25,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,859
CUR2011_S002_C026,CUR2011_S002,2011,26,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,859
CUR2011_S002_C027,CUR2011_S002,2011,27,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,857
CUR2011_S002_C028,CUR2011_S002,2011,28,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,859
CUR2011_S002_C029,CUR2011_S002,2011,29,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,857
CUR2011_S002_C030,CUR2011_S002,2011,30,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,855
CUR2011_S002_C031,CUR2011_S002,2011,31,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C032,CUR2011_S002,2011,32,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,859
CUR2011_S002_C033,CUR2011_S002,2011,33,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,861
CUR2011_S002_C034,CUR2011_S002,2011,34,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,857
CUR2011_S002_C035,CUR2011_S002,2011,35,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,860
CUR2011_S002_C036,CUR2011_S002,2011,36,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C037,CUR2011_S002,2011,37,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,857
CUR2011_S002_C038,CUR2011_S002,2011,38,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,859
CUR2011_S002_C039,CUR2011_S002,2011,39,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,859
CUR2011_S002_C040,CUR2011_S002,2011,40,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,861
CUR2011_S002_C041,CUR2011_S002,2011,41,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,858
CUR2011_S002_C042,CUR2011_S002,2011,42,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,859
CUR2011_S002_C043,CUR2011_S002,2011,43,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,857
CUR2011_S002_C044,CUR2011_S002,2011,44,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,867
CUR2011_S002_C045,CUR2011_S002,2011,45,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,854
CUR2011_S002_C046,CUR2011_S002,2011,46,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,858
CUR2011_S002_C047,CUR2011_S002,2011,47,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,855
CUR2011_S002_C048,CUR2011_S002,2011,48,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C049,CUR2011_S002,2011,49,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,853
CUR2011_S002_C050,CUR2011_S002,2011,50,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C051,CUR2011_S002,2011,51,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C052,CUR2011_S002,2011,52,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,854
CUR2011_S002_C053,CUR2011_S002,2011,53,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C054,CUR2011_S002,2011,54,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,849
CUR2011_S002_C055,CUR2011_S002,2011,55,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,857
CUR2011_S002_C056,CUR2011_S002,2011,56,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,855
CUR2011_S002_C057,CUR2011_S002,2011,57,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,855
CUR2011_S002_C058,CUR2011_S002,2011,58,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,857
CUR2011_S002_C059,CUR2011_S002,2011,59,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,850
CUR2011_S002_C060,CUR2011_S002,2011,60,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,855
CUR2011_S002_C061,CUR2011_S002,2011,61,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C062,CUR2011_S002,2011,62,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,854
CUR2011_S002_C063,CUR2011_S002,2011,63,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C064,CUR2011_S002,2011,64,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,855
CUR2011_S002_C065,CUR2011_S002,2011,65,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,857
CUR2011_S002_C066,CUR2011_S002,2011,66,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,857
CUR2011_S002_C067,CUR2011_S002,2011,67,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C068,CUR2011_S002,2011,68,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C069,CUR2011_S002,2011,69,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,857
CUR2011_S002_C070,CUR2011_S002,2011,70,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C071,CUR2011_S002,2011,71,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,855
CUR2011_S002_C072,CUR2011_S002,2011,72,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,852
CUR2011_S002_C073,CUR2011_S002,2011,73,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,849
CUR2011_S002_C074,CUR2011_S002,2011,74,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,847
CUR2011_S002_C075,CUR2011_S002,2011,75,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C076,CUR2011_S002,2011,76,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,853
CUR2011_S002_C077,CUR2011_S002,2011,77,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,849
CUR2011_S002_C078,CUR2011_S002,2011,78,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,855
CUR2011_S002_C079,CUR2011_S002,2011,79,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,860
CUR2011_S002_C080,CUR2011_S002,2011,80,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,851
CUR2011_S002_C081,CUR2011_S002,2011,81,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,849
CUR2011_S002_C082,CUR2011_S002,2011,82,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,854
CUR2011_S002_C083,CUR2011_S002,2011,83,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,856
CUR2011_S002_C084,CUR2011_S002,2011,84,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,854
CUR2011_S002_C085,CUR2011_S002,2011,85,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,851
CUR2011_S002_C086,CUR2011_S002,2011,86,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,848
CUR2011_S002_C087,CUR2011_S002,2011,87,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,864
CUR2011_S002_C088,CUR2011_S002,2011,88,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,919
CUR2011_S002_C089,CUR2011_S002,2011,89,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,917
CUR2011_S002_C090,CUR2011_S002,2011,90,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,929
CUR2011_S002_C091,CUR2011_S002,2011,91,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,922
CUR2011_S002_C092,CUR2011_S002,2011,92,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,926
CUR2011_S002_C093,CUR2011_S002,2011,93,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,922
CUR2011_S002_C094,CUR2011_S002,2011,94,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,927
CUR2011_S002_C095,CUR2011_S002,2011,95,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,923
CUR2011_S002_C096,CUR2011_S002,2011,96,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,923
CUR2011_S002_C097,CUR2011_S002,2011,97,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,920
CUR2011_S002_C098,CUR2011_S002,2011,98,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,925
CUR2011_S002_C099,CUR2011_S002,2011,99,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,923
CUR2011_S002_C100,CUR2011_S002,2011,100,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,926
CUR2011_S002_C101,CUR2011_S002,2011,101,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,922
CUR2011_S002_C102,CUR2011_S002,2011,102,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,923
CUR2011_S002_C103,CUR2011_S002,2011,103,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,915
CUR2011_S002_C104,CUR2011_S002,2011,104,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,911
CUR2011_S002_C105,CUR2011_S002,2011,105,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,902
CUR2011_S002_C106,CUR2011_S002,2011,106,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,910
CUR2011_S002_C107,CUR2011_S002,2011,107,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,889
CUR2011_S002_C108,CUR2011_S002,2011,108,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,875
CUR2011_S002_C109,CUR2011_S002,2011,109,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,870
CUR2011_S002_C110,CUR2011_S002,2011,110,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,867
CUR2011_S002_C111,CUR2011_S002,2011,111,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,869
CUR2011_S002_C112,CUR2011_S002,2011,112,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,867
CUR2011_S002_C113,CUR2011_S002,2011,113,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,871
CUR2011_S002_C114,CUR2011_S002,2011,114,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,869
CUR2011_S002_C115,CUR2011_S002,2011,115,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,870
CUR2011_S002_C116,CUR2011_S002,2011,116,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,869
CUR2011_S002_C117,CUR2011_S002,2011,117,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,866
CUR2011_S002_C118,CUR2011_S002,2011,118,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,870
CUR2011_S002_C119,CUR2011_S002,2011,119,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,867
CUR2011_S002_C120,CUR2011_S002,2011,120,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,876
CUR2011_S002_C121,CUR2011_S002,2011,121,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,877
CUR2011_S002_C122,CUR2011_S002,2011,122,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,866
CUR2011_S002_C123,CUR2011_S002,2011,123,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,870
CUR2011_S002_C124,CUR2011_S002,2011,124,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,868
CUR2011_S002_C125,CUR2011_S002,2011,125,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,865
CUR2011_S002_C126,CUR2011_S002,2011,126,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,871
CUR2011_S002_C127,CUR2011_S002,2011,127,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,876
CUR2011_S002_C128,CUR2011_S002,2011,128,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,871
CUR2011_S002_C129,CUR2011_S002,2011,129,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,868
CUR2011_S002_C130,CUR2011_S002,2011,130,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,870
CUR2011_S002_C131,CUR2011_S002,2011,131,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,867
CUR2011_S002_C132,CUR2011_S002,2011,132,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,869
CUR2011_S002_C133,CUR2011_S002,2011,133,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,12,168,678
CUR2012_S001_C001,CUR2012_S001,2012,1,Redovisning av indikatorer,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,7,15,827
CUR2012_S001_C002,CUR2012_S001,2012,2,Redovisning av indikatorer,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,7,15,827
CUR2012_S001_C003,CUR2012_S001,2012,3,Redovisning av indikatorer,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,7,15,603
CUR2012_S002_C001,CUR2012_S002,2012,1,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,809
CUR2012_S002_C002,CUR2012_S002,2012,2,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,829
CUR2012_S002_C003,CUR2012_S002,2012,3,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,816
CUR2012_S002_C004,CUR2012_S002,2012,4,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,823
CUR2012_S002_C005,CUR2012_S002,2012,5,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,889
CUR2012_S002_C006,CUR2012_S002,2012,6,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,955
CUR2012_S002_C007,CUR2012_S002,2012,7,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,958
CUR2012_S002_C008,CUR2012_S002,2012,8,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,959
CUR2012_S002_C009,CUR2012_S002,2012,9,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,831
CUR2012_S002_C010,CUR2012_S002,2012,10,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,891
CUR2012_S002_C011,CUR2012_S002,2012,11,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,1078
CUR2012_S002_C012,CUR2012_S002,2012,12,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,1018
CUR2012_S002_C013,CUR2012_S002,2012,13,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,1015
CUR2012_S002_C014,CUR2012_S002,2012,14,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,895
CUR2012_S002_C015,CUR2012_S002,2012,15,Tolkning av resultat och datakällor,metod_indikatorer_och_datakallor,legacy_title_located_in_original_report,16,160,947
