report_id,year,source_file,pdf_page,word_count
R2010,2010,D:\Data\2010-12-1.pdf,84,1008
R2010,2010,D:\Data\2010-12-1.pdf,85,1002
R2010,2010,D:\Data\2010-12-1.pdf,86,984
R2010,2010,D:\Data\2010-12-1.pdf,87,978
R2010,2010,D:\Data\2010-12-1.pdf,88,962
R2010,2010,D:\Data\2010-12-1.pdf,89,956
R2010,2010,D:\Data\2010-12-1.pdf,90,880
R2010,2010,D:\Data\2010-12-1.pdf,91,872
R2010,2010,D:\Data\2010-12-1.pdf,92,870
R2010,2010,D:\Data\2010-12-1.pdf,93,864
R2010,2010,D:\Data\2010-12-1.pdf,94,698
R2010,2010,D:\Data\2010-12-1.pdf,95,688
R2010,2010,D:\Data\2010-12-1.pdf,96,739
R2010,2010,D:\Data\2010-12-1.pdf,97,729
R2010,2010,D:\Data\2010-12-1.pdf,98,706
R2010,2010,D:\Data\2010-12-1.pdf,99,696
R2010,2010,D:\Data\2010-12-1.pdf,100,647
R2010,2010,D:\Data\2010-12-1.pdf,101,637
R2010,2010,D:\Data\2010-12-1.pdf,102,648
R2010,2010,D:\Data\2010-12-1.pdf,103,638
R2010,2010,D:\Data\2010-12-1.pdf,104,738
R2010,2010,D:\Data\2010-12-1.pdf,105,728
R2010,2010,D:\Data\2010-12-1.pdf,106,710
R2010,2010,D:\Data\2010-12-1.pdf,107,700
R2010,2010,D:\Data\2010-12-1.pdf,108,643
R2010,2010,D:\Data\2010-12-1.pdf,109,633
R2010,2010,D:\Data\2010-12-1.pdf,110,551
R2010,2010,D:\Data\2010-12-1.pdf,111,541
R2010,2010,D:\Data\2010-12-1.pdf,112,1249
R2010,2010,D:\Data\2010-12-1.pdf,113,1241
R2010,2010,D:\Data\2010-12-1.pdf,114,1219
R2010,2010,D:\Data\2010-12-1.pdf,115,1211
R2010,2010,D:\Data\2010-12-1.pdf,116,1101
R2010,2010,D:\Data\2010-12-1.pdf,117,1093
R2010,2010,D:\Data\2010-12-1.pdf,118,1263
R2010,2010,D:\Data\2010-12-1.pdf,119,1255
R2010,2010,D:\Data\2010-12-1.pdf,120,1263
R2010,2010,D:\Data\2010-12-1.pdf,121,1255
R2010,2010,D:\Data\2010-12-1.pdf,122,1253
R2010,2010,D:\Data\2010-12-1.pdf,123,1245
R2010,2010,D:\Data\2010-12-1.pdf,124,1215
R2010,2010,D:\Data\2010-12-1.pdf,125,1207
R2010,2010,D:\Data\2010-12-1.pdf,126,1129
R2010,2010,D:\Data\2010-12-1.pdf,127,1121
R2010,2010,D:\Data\2010-12-1.pdf,128,1099
R2010,2010,D:\Data\2010-12-1.pdf,129,1091
R2010,2010,D:\Data\2010-12-1.pdf,130,847
R2010,2010,D:\Data\2010-12-1.pdf,131,839
R2010,2010,D:\Data\2010-12-1.pdf,132,829
R2010,2010,D:\Data\2010-12-1.pdf,133,821
R2010,2010,D:\Data\2010-12-1.pdf,134,748
R2010,2010,D:\Data\2010-12-1.pdf,135,740
R2010,2010,D:\Data\2010-12-1.pdf,136,860
R2010,2010,D:\Data\2010-12-1.pdf,137,852
R2010,2010,D:\Data\2010-12-1.pdf,138,883
R2010,2010,D:\Data\2010-12-1.pdf,139,875
R2010,2010,D:\Data\2010-12-1.pdf,140,875
R2010,2010,D:\Data\2010-12-1.pdf,141,867
R2010,2010,D:\Data\2010-12-1.pdf,142,843
R2010,2010,D:\Data\2010-12-1.pdf,143,835
R2010,2010,D:\Data\2010-12-1.pdf,144,767
R2010,2010,D:\Data\2010-12-1.pdf,145,759
R2010,2010,D:\Data\2010-12-1.pdf,146,759
R2010,2010,D:\Data\2010-12-1.pdf,147,751
R2010,2010,D:\Data\2010-12-1.pdf,148,8
R2010,2010,D:\Data\2010-12-1.pdf,149,10
R2010,2010,D:\Data\2010-12-1.pdf,150,174
R2011,2011,D:\Data\2011-12-5.pdf,1,163
R2011,2011,D:\Data\2011-12-5.pdf,2,0
R2011,2011,D:\Data\2011-12-5.pdf,3,9
R2011,2011,D:\Data\2011-12-5.pdf,4,82
R2011,2011,D:\Data\2011-12-5.pdf,5,242
R2011,2011,D:\Data\2011-12-5.pdf,6,0
R2011,2011,D:\Data\2011-12-5.pdf,7,109
R2011,2011,D:\Data\2011-12-5.pdf,8,0
R2011,2011,D:\Data\2011-12-5.pdf,9,481
R2011,2011,D:\Data\2011-12-5.pdf,10,0
R2011,2011,D:\Data\2011-12-5.pdf,11,530
R2011,2011,D:\Data\2011-12-5.pdf,12,440
R2011,2011,D:\Data\2011-12-5.pdf,13,9
R2011,2011,D:\Data\2011-12-5.pdf,14,0
R2011,2011,D:\Data\2011-12-5.pdf,15,438
R2011,2011,D:\Data\2011-12-5.pdf,16,475
R2011,2011,D:\Data\2011-12-5.pdf,17,9
R2011,2011,D:\Data\2011-12-5.pdf,18,0
R2011,2011,D:\Data\2011-12-5.pdf,19,546
R2011,2011,D:\Data\2011-12-5.pdf,20,337
R2011,2011,D:\Data\2011-12-5.pdf,21,389
R2011,2011,D:\Data\2011-12-5.pdf,22,375
R2011,2011,D:\Data\2011-12-5.pdf,23,164
R2011,2011,D:\Data\2011-12-5.pdf,24,422
R2011,2011,D:\Data\2011-12-5.pdf,25,402
R2011,2011,D:\Data\2011-12-5.pdf,26,329
R2011,2011,D:\Data\2011-12-5.pdf,27,333
R2011,2011,D:\Data\2011-12-5.pdf,28,350
R2011,2011,D:\Data\2011-12-5.pdf,29,536
R2011,2011,D:\Data\2011-12-5.pdf,30,411
R2011,2011,D:\Data\2011-12-5.pdf,31,355
R2011,2011,D:\Data\2011-12-5.pdf,32,401
R2011,2011,D:\Data\2011-12-5.pdf,33,356
R2011,2011,D:\Data\2011-12-5.pdf,34,370
R2011,2011,D:\Data\2011-12-5.pdf,35,342
R2011,2011,D:\Data\2011-12-5.pdf,36,399
R2011,2011,D:\Data\2011-12-5.pdf,37,394
R2011,2011,D:\Data\2011-12-5.pdf,38,408
R2011,2011,D:\Data\2011-12-5.pdf,39,381
R2011,2011,D:\Data\2011-12-5.pdf,40,349
R2011,2011,D:\Data\2011-12-5.pdf,41,370
R2011,2011,D:\Data\2011-12-5.pdf,42,385
R2011,2011,D:\Data\2011-12-5.pdf,43,335
R2011,2011,D:\Data\2011-12-5.pdf,44,372
R2011,2011,D:\Data\2011-12-5.pdf,45,329
R2011,2011,D:\Data\2011-12-5.pdf,46,557
R2011,2011,D:\Data\2011-12-5.pdf,47,160
R2011,2011,D:\Data\2011-12-5.pdf,48,350
R2011,2011,D:\Data\2011-12-5.pdf,49,332
R2011,2011,D:\Data\2011-12-5.pdf,50,341
R2011,2011,D:\Data\2011-12-5.pdf,51,551
R2011,2011,D:\Data\2011-12-5.pdf,52,701
R2011,2011,D:\Data\2011-12-5.pdf,53,469
R2011,2011,D:\Data\2011-12-5.pdf,54,0
R2011,2011,D:\Data\2011-12-5.pdf,55,182
R2011,2011,D:\Data\2011-12-5.pdf,56,929
R2011,2011,D:\Data\2011-12-5.pdf,57,928
R2011,2011,D:\Data\2011-12-5.pdf,58,842
R2011,2011,D:\Data\2011-12-5.pdf,59,846
R2011,2011,D:\Data\2011-12-5.pdf,60,904
R2011,2011,D:\Data\2011-12-5.pdf,61,908
R2011,2011,D:\Data\2011-12-5.pdf,62,898
R2011,2011,D:\Data\2011-12-5.pdf,63,902
R2011,2011,D:\Data\2011-12-5.pdf,64,904
R2011,2011,D:\Data\2011-12-5.pdf,65,908
R2011,2011,D:\Data\2011-12-5.pdf,66,990
R2011,2011,D:\Data\2011-12-5.pdf,67,994
R2011,2011,D:\Data\2011-12-5.pdf,68,911
R2011,2011,D:\Data\2011-12-5.pdf,69,915
R2011,2011,D:\Data\2011-12-5.pdf,70,869
R2011,2011,D:\Data\2011-12-5.pdf,71,873
R2011,2011,D:\Data\2011-12-5.pdf,72,879
R2011,2011,D:\Data\2011-12-5.pdf,73,883
R2011,2011,D:\Data\2011-12-5.pdf,74,857
R2011,2011,D:\Data\2011-12-5.pdf,75,861
R2011,2011,D:\Data\2011-12-5.pdf,76,485
R2011,2011,D:\Data\2011-12-5.pdf,77,489
R2011,2011,D:\Data\2011-12-5.pdf,78,921
R2011,2011,D:\Data\2011-12-5.pdf,79,920
R2011,2011,D:\Data\2011-12-5.pdf,80,864
R2011,2011,D:\Data\2011-12-5.pdf,81,868
R2011,2011,D:\Data\2011-12-5.pdf,82,900
R2011,2011,D:\Data\2011-12-5.pdf,83,904
R2011,2011,D:\Data\2011-12-5.pdf,84,895
R2011,2011,D:\Data\2011-12-5.pdf,85,899
R2011,2011,D:\Data\2011-12-5.pdf,86,902
R2011,2011,D:\Data\2011-12-5.pdf,87,906
R2011,2011,D:\Data\2011-12-5.pdf,88,981
R2011,2011,D:\Data\2011-12-5.pdf,89,985
R2011,2011,D:\Data\2011-12-5.pdf,90,917
R2011,2011,D:\Data\2011-12-5.pdf,91,921
R2011,2011,D:\Data\2011-12-5.pdf,92,876
R2011,2011,D:\Data\2011-12-5.pdf,93,880
R2011,2011,D:\Data\2011-12-5.pdf,94,902
R2011,2011,D:\Data\2011-12-5.pdf,95,906
R2011,2011,D:\Data\2011-12-5.pdf,96,883
R2011,2011,D:\Data\2011-12-5.pdf,97,887
R2011,2011,D:\Data\2011-12-5.pdf,98,488
R2011,2011,D:\Data\2011-12-5.pdf,99,492
R2011,2011,D:\Data\2011-12-5.pdf,100,651
R2011,2011,D:\Data\2011-12-5.pdf,101,650
R2011,2011,D:\Data\2011-12-5.pdf,102,624
R2011,2011,D:\Data\2011-12-5.pdf,103,628
R2011,2011,D:\Data\2011-12-5.pdf,104,617
R2011,2011,D:\Data\2011-12-5.pdf,105,621
R2011,2011,D:\Data\2011-12-5.pdf,106,606
R2011,2011,D:\Data\2011-12-5.pdf,107,610
R2011,2011,D:\Data\2011-12-5.pdf,108,561
R2011,2011,D:\Data\2011-12-5.pdf,109,565
R2011,2011,D:\Data\2011-12-5.pdf,110,568
R2011,2011,D:\Data\2011-12-5.pdf,111,572
R2011,2011,D:\Data\2011-12-5.pdf,112,646
R2011,2011,D:\Data\2011-12-5.pdf,113,650
R2011,2011,D:\Data\2011-12-5.pdf,114,589
R2011,2011,D:\Data\2011-12-5.pdf,115,593
R2011,2011,D:\Data\2011-12-5.pdf,116,684
R2011,2011,D:\Data\2011-12-5.pdf,117,688
R2011,2011,D:\Data\2011-12-5.pdf,118,532
R2011,2011,D:\Data\2011-12-5.pdf,119,536
R2011,2011,D:\Data\2011-12-5.pdf,120,350
R2011,2011,D:\Data\2011-12-5.pdf,121,354
R2011,2011,D:\Data\2011-12-5.pdf,122,786
R2011,2011,D:\Data\2011-12-5.pdf,123,785
R2011,2011,D:\Data\2011-12-5.pdf,124,746
R2011,2011,D:\Data\2011-12-5.pdf,125,750
R2011,2011,D:\Data\2011-12-5.pdf,126,775
R2011,2011,D:\Data\2011-12-5.pdf,127,779
R2011,2011,D:\Data\2011-12-5.pdf,128,729
R2011,2011,D:\Data\2011-12-5.pdf,129,733
R2011,2011,D:\Data\2011-12-5.pdf,130,772
R2011,2011,D:\Data\2011-12-5.pdf,131,776
R2011,2011,D:\Data\2011-12-5.pdf,132,833
R2011,2011,D:\Data\2011-12-5.pdf,133,837
R2011,2011,D:\Data\2011-12-5.pdf,134,801
R2011,2011,D:\Data\2011-12-5.pdf,135,805
R2011,2011,D:\Data\2011-12-5.pdf,136,748
R2011,2011,D:\Data\2011-12-5.pdf,137,752
R2011,2011,D:\Data\2011-12-5.pdf,138,753
R2011,2011,D:\Data\2011-12-5.pdf,139,757
R2011,2011,D:\Data\2011-12-5.pdf,140,730
R2011,2011,D:\Data\2011-12-5.pdf,141,734
R2011,2011,D:\Data\2011-12-5.pdf,142,419
R2011,2011,D:\Data\2011-12-5.pdf,143,423
R2011,2011,D:\Data\2011-12-5.pdf,144,913
R2011,2011,D:\Data\2011-12-5.pdf,145,913
R2011,2011,D:\Data\2011-12-5.pdf,146,886
R2011,2011,D:\Data\2011-12-5.pdf,147,890
R2011,2011,D:\Data\2011-12-5.pdf,148,879
R2011,2011,D:\Data\2011-12-5.pdf,149,883
R2011,2011,D:\Data\2011-12-5.pdf,150,874
R2011,2011,D:\Data\2011-12-5.pdf,151,878
R2011,2011,D:\Data\2011-12-5.pdf,152,929
R2011,2011,D:\Data\2011-12-5.pdf,153,933
R2011,2011,D:\Data\2011-12-5.pdf,154,938
R2011,2011,D:\Data\2011-12-5.pdf,155,942
R2011,2011,D:\Data\2011-12-5.pdf,156,935
R2011,2011,D:\Data\2011-12-5.pdf,157,939
R2011,2011,D:\Data\2011-12-5.pdf,158,902
R2011,2011,D:\Data\2011-12-5.pdf,159,906
R2011,2011,D:\Data\2011-12-5.pdf,160,907
R2011,2011,D:\Data\2011-12-5.pdf,161,911
R2011,2011,D:\Data\2011-12-5.pdf,162,857
R2011,2011,D:\Data\2011-12-5.pdf,163,861
R2011,2011,D:\Data\2011-12-5.pdf,164,817
R2011,2011,D:\Data\2011-12-5.pdf,165,821
R2011,2011,D:\Data\2011-12-5.pdf,166,0
R2011,2011,D:\Data\2011-12-5.pdf,167,0
R2011,2011,D:\Data\2011-12-5.pdf,168,163
R2012,2012,D:\Data\2012-1-5.pdf,1,158
R2012,2012,D:\Data\2012-1-5.pdf,2,0
R2012,2012,D:\Data\2012-1-5.pdf,3,8
R2012,2012,D:\Data\2012-1-5.pdf,4,79
R2012,2012,D:\Data\2012-1-5.pdf,5,269
R2012,2012,D:\Data\2012-1-5.pdf,6,0
R2012,2012,D:\Data\2012-1-5.pdf,7,130
R2012,2012,D:\Data\2012-1-5.pdf,8,0
R2012,2012,D:\Data\2012-1-5.pdf,9,384
R2012,2012,D:\Data\2012-1-5.pdf,10,0
R2012,2012,D:\Data\2012-1-5.pdf,11,507
R2012,2012,D:\Data\2012-1-5.pdf,12,534
R2012,2012,D:\Data\2012-1-5.pdf,13,9
R2012,2012,D:\Data\2012-1-5.pdf,14,0
R2012,2012,D:\Data\2012-1-5.pdf,15,474
R2012,2012,D:\Data\2012-1-5.pdf,16,565
R2012,2012,D:\Data\2012-1-5.pdf,17,507
R2012,2012,D:\Data\2012-1-5.pdf,18,562
R2012,2012,D:\Data\2012-1-5.pdf,19,245
R2012,2012,D:\Data\2012-1-5.pdf,20,0
R2012,2012,D:\Data\2012-1-5.pdf,21,546
R2012,2012,D:\Data\2012-1-5.pdf,22,685
R2012,2012,D:\Data\2012-1-5.pdf,23,452
R2012,2012,D:\Data\2012-1-5.pdf,24,424
R2012,2012,D:\Data\2012-1-5.pdf,25,443
R2012,2012,D:\Data\2012-1-5.pdf,26,463
R2012,2012,D:\Data\2012-1-5.pdf,27,463
R2012,2012,D:\Data\2012-1-5.pdf,28,377
R2012,2012,D:\Data\2012-1-5.pdf,29,480
R2012,2012,D:\Data\2012-1-5.pdf,30,605
R2012,2012,D:\Data\2012-1-5.pdf,31,650
R2012,2012,D:\Data\2012-1-5.pdf,32,377
R2012,2012,D:\Data\2012-1-5.pdf,33,410
R2012,2012,D:\Data\2012-1-5.pdf,34,118
R2012,2012,D:\Data\2012-1-5.pdf,35,365
R2012,2012,D:\Data\2012-1-5.pdf,36,464
R2012,2012,D:\Data\2012-1-5.pdf,37,418
R2012,2012,D:\Data\2012-1-5.pdf,38,428
R2012,2012,D:\Data\2012-1-5.pdf,39,385
R2012,2012,D:\Data\2012-1-5.pdf,40,585
R2012,2012,D:\Data\2012-1-5.pdf,41,326
R2012,2012,D:\Data\2012-1-5.pdf,42,437
R2012,2012,D:\Data\2012-1-5.pdf,43,432
R2012,2012,D:\Data\2012-1-5.pdf,44,362
R2012,2012,D:\Data\2012-1-5.pdf,45,396
R2012,2012,D:\Data\2012-1-5.pdf,46,362
R2012,2012,D:\Data\2012-1-5.pdf,47,377
R2012,2012,D:\Data\2012-1-5.pdf,48,384
R2012,2012,D:\Data\2012-1-5.pdf,49,416
R2012,2012,D:\Data\2012-1-5.pdf,50,431
R2012,2012,D:\Data\2012-1-5.pdf,51,593
R2012,2012,D:\Data\2012-1-5.pdf,52,427
R2012,2012,D:\Data\2012-1-5.pdf,53,413
R2012,2012,D:\Data\2012-1-5.pdf,54,426
R2012,2012,D:\Data\2012-1-5.pdf,55,709
R2012,2012,D:\Data\2012-1-5.pdf,56,408
R2012,2012,D:\Data\2012-1-5.pdf,57,637
R2012,2012,D:\Data\2012-1-5.pdf,58,263
R2012,2012,D:\Data\2012-1-5.pdf,59,426
R2012,2012,D:\Data\2012-1-5.pdf,60,445
R2012,2012,D:\Data\2012-1-5.pdf,61,413
R2012,2012,D:\Data\2012-1-5.pdf,62,377
R2012,2012,D:\Data\2012-1-5.pdf,63,575
R2012,2012,D:\Data\2012-1-5.pdf,64,322
R2012,2012,D:\Data\2012-1-5.pdf,65,347
R2012,2012,D:\Data\2012-1-5.pdf,66,555
R2012,2012,D:\Data\2012-1-5.pdf,67,538
R2012,2012,D:\Data\2012-1-5.pdf,68,618
R2012,2012,D:\Data\2012-1-5.pdf,69,543
R2012,2012,D:\Data\2012-1-5.pdf,70,0
R2012,2012,D:\Data\2012-1-5.pdf,71,267
R2012,2012,D:\Data\2012-1-5.pdf,72,457
R2012,2012,D:\Data\2012-1-5.pdf,73,453
R2012,2012,D:\Data\2012-1-5.pdf,74,447
R2012,2012,D:\Data\2012-1-5.pdf,75,448
R2012,2012,D:\Data\2012-1-5.pdf,76,457
R2012,2012,D:\Data\2012-1-5.pdf,77,476
R2012,2012,D:\Data\2012-1-5.pdf,78,477
R2012,2012,D:\Data\2012-1-5.pdf,79,455
R2012,2012,D:\Data\2012-1-5.pdf,80,482
R2012,2012,D:\Data\2012-1-5.pdf,81,450
R2012,2012,D:\Data\2012-1-5.pdf,82,369
R2012,2012,D:\Data\2012-1-5.pdf,83,400
R2012,2012,D:\Data\2012-1-5.pdf,84,404
R2012,2012,D:\Data\2012-1-5.pdf,85,391
R2012,2012,D:\Data\2012-1-5.pdf,86,395
R2012,2012,D:\Data\2012-1-5.pdf,87,404
R2012,2012,D:\Data\2012-1-5.pdf,88,429
R2012,2012,D:\Data\2012-1-5.pdf,89,436
R2012,2012,D:\Data\2012-1-5.pdf,90,409
R2012,2012,D:\Data\2012-1-5.pdf,91,432
R2012,2012,D:\Data\2012-1-5.pdf,92,409
R2012,2012,D:\Data\2012-1-5.pdf,93,316
R2012,2012,D:\Data\2012-1-5.pdf,94,373
R2012,2012,D:\Data\2012-1-5.pdf,95,370
R2012,2012,D:\Data\2012-1-5.pdf,96,360
R2012,2012,D:\Data\2012-1-5.pdf,97,369
R2012,2012,D:\Data\2012-1-5.pdf,98,381
R2012,2012,D:\Data\2012-1-5.pdf,99,387
R2012,2012,D:\Data\2012-1-5.pdf,100,407
R2012,2012,D:\Data\2012-1-5.pdf,101,364
R2012,2012,D:\Data\2012-1-5.pdf,102,395
R2012,2012,D:\Data\2012-1-5.pdf,103,372
R2012,2012,D:\Data\2012-1-5.pdf,104,291
R2012,2012,D:\Data\2012-1-5.pdf,105,409
R2012,2012,D:\Data\2012-1-5.pdf,106,401
R2012,2012,D:\Data\2012-1-5.pdf,107,395
R2012,2012,D:\Data\2012-1-5.pdf,108,403
R2012,2012,D:\Data\2012-1-5.pdf,109,405
R2012,2012,D:\Data\2012-1-5.pdf,110,424
R2012,2012,D:\Data\2012-1-5.pdf,111,423
R2012,2012,D:\Data\2012-1-5.pdf,112,407
R2012,2012,D:\Data\2012-1-5.pdf,113,426
R2012,2012,D:\Data\2012-1-5.pdf,114,403
R2012,2012,D:\Data\2012-1-5.pdf,115,326
R2012,2012,D:\Data\2012-1-5.pdf,116,324
R2012,2012,D:\Data\2012-1-5.pdf,117,355
R2012,2012,D:\Data\2012-1-5.pdf,118,339
R2012,2012,D:\Data\2012-1-5.pdf,119,327
R2012,2012,D:\Data\2012-1-5.pdf,120,321
R2012,2012,D:\Data\2012-1-5.pdf,121,350
R2012,2012,D:\Data\2012-1-5.pdf,122,361
R2012,2012,D:\Data\2012-1-5.pdf,123,361
R2012,2012,D:\Data\2012-1-5.pdf,124,376
R2012,2012,D:\Data\2012-1-5.pdf,125,360
R2012,2012,D:\Data\2012-1-5.pdf,126,289
R2012,2012,D:\Data\2012-1-5.pdf,127,442
R2012,2012,D:\Data\2012-1-5.pdf,128,447
R2012,2012,D:\Data\2012-1-5.pdf,129,420
R2012,2012,D:\Data\2012-1-5.pdf,130,439
R2012,2012,D:\Data\2012-1-5.pdf,131,443
R2012,2012,D:\Data\2012-1-5.pdf,132,461
R2012,2012,D:\Data\2012-1-5.pdf,133,470
R2012,2012,D:\Data\2012-1-5.pdf,134,457
R2012,2012,D:\Data\2012-1-5.pdf,135,468
R2012,2012,D:\Data\2012-1-5.pdf,136,440
R2012,2012,D:\Data\2012-1-5.pdf,137,341
R2012,2012,D:\Data\2012-1-5.pdf,138,507
R2012,2012,D:\Data\2012-1-5.pdf,139,519
R2012,2012,D:\Data\2012-1-5.pdf,140,478
R2012,2012,D:\Data\2012-1-5.pdf,141,482
R2012,2012,D:\Data\2012-1-5.pdf,142,518
R2012,2012,D:\Data\2012-1-5.pdf,143,559
R2012,2012,D:\Data\2012-1-5.pdf,144,583
R2012,2012,D:\Data\2012-1-5.pdf,145,531
R2012,2012,D:\Data\2012-1-5.pdf,146,535
R2012,2012,D:\Data\2012-1-5.pdf,147,519
R2012,2012,D:\Data\2012-1-5.pdf,148,389
R2012,2012,D:\Data\2012-1-5.pdf,149,403
R2012,2012,D:\Data\2012-1-5.pdf,150,408
R2012,2012,D:\Data\2012-1-5.pdf,151,390
R2012,2012,D:\Data\2012-1-5.pdf,152,396
R2012,2012,D:\Data\2012-1-5.pdf,153,409
R2012,2012,D:\Data\2012-1-5.pdf,154,433
R2012,2012,D:\Data\2012-1-5.pdf,155,449
R2012,2012,D:\Data\2012-1-5.pdf,156,412
R2012,2012,D:\Data\2012-1-5.pdf,157,423
R2012,2012,D:\Data\2012-1-5.pdf,158,405
R2012,2012,D:\Data\2012-1-5.pdf,159,327
R2012,2012,D:\Data\2012-1-5.pdf,160,158
R2013,2013,D:\Data\2013-1-3.pdf,1,13
R2013,2013,D:\Data\2013-1-3.pdf,2,0
R2013,2013,D:\Data\2013-1-3.pdf,3,13
R2013,2013,D:\Data\2013-1-3.pdf,4,166
R2013,2013,D:\Data\2013-1-3.pdf,5,208
R2013,2013,D:\Data\2013-1-3.pdf,6,0
R2013,2013,D:\Data\2013-1-3.pdf,7,159
R2013,2013,D:\Data\2013-1-3.pdf,8,137
R2013,2013,D:\Data\2013-1-3.pdf,9,524
R2013,2013,D:\Data\2013-1-3.pdf,10,244
R2013,2013,D:\Data\2013-1-3.pdf,11,524
R2013,2013,D:\Data\2013-1-3.pdf,12,639
R2013,2013,D:\Data\2013-1-3.pdf,13,213
R2013,2013,D:\Data\2013-1-3.pdf,14,307
R2013,2013,D:\Data\2013-1-3.pdf,15,426
R2013,2013,D:\Data\2013-1-3.pdf,16,711
R2013,2013,D:\Data\2013-1-3.pdf,17,301
R2013,2013,D:\Data\2013-1-3.pdf,18,582
R2013,2013,D:\Data\2013-1-3.pdf,19,175
R2013,2013,D:\Data\2013-1-3.pdf,20,283
R2013,2013,D:\Data\2013-1-3.pdf,21,406
R2013,2013,D:\Data\2013-1-3.pdf,22,554
R2013,2013,D:\Data\2013-1-3.pdf,23,409
R2013,2013,D:\Data\2013-1-3.pdf,24,753
R2013,2013,D:\Data\2013-1-3.pdf,25,672
R2013,2013,D:\Data\2013-1-3.pdf,26,515
R2013,2013,D:\Data\2013-1-3.pdf,27,379
R2013,2013,D:\Data\2013-1-3.pdf,28,555
R2013,2013,D:\Data\2013-1-3.pdf,29,752
R2013,2013,D:\Data\2013-1-3.pdf,30,490
R2013,2013,D:\Data\2013-1-3.pdf,31,670
R2013,2013,D:\Data\2013-1-3.pdf,32,605
R2013,2013,D:\Data\2013-1-3.pdf,33,265
R2013,2013,D:\Data\2013-1-3.pdf,34,730
R2013,2013,D:\Data\2013-1-3.pdf,35,469
R2013,2013,D:\Data\2013-1-3.pdf,36,617
R2013,2013,D:\Data\2013-1-3.pdf,37,395
R2013,2013,D:\Data\2013-1-3.pdf,38,484
R2013,2013,D:\Data\2013-1-3.pdf,39,880
R2013,2013,D:\Data\2013-1-3.pdf,40,556
R2013,2013,D:\Data\2013-1-3.pdf,41,760
R2013,2013,D:\Data\2013-1-3.pdf,42,489
R2013,2013,D:\Data\2013-1-3.pdf,43,534
R2013,2013,D:\Data\2013-1-3.pdf,44,253
R2013,2013,D:\Data\2013-1-3.pdf,45,279
R2013,2013,D:\Data\2013-1-3.pdf,46,778
R2013,2013,D:\Data\2013-1-3.pdf,47,264
R2013,2013,D:\Data\2013-1-3.pdf,48,199
R2013,2013,D:\Data\2013-1-3.pdf,49,530
R2013,2013,D:\Data\2013-1-3.pdf,50,398
R2013,2013,D:\Data\2013-1-3.pdf,51,229
R2013,2013,D:\Data\2013-1-3.pdf,52,9
R2013,2013,D:\Data\2013-1-3.pdf,53,261
R2013,2013,D:\Data\2013-1-3.pdf,54,612
R2013,2013,D:\Data\2013-1-3.pdf,55,575
R2013,2013,D:\Data\2013-1-3.pdf,56,588
R2013,2013,D:\Data\2013-1-3.pdf,57,549
R2013,2013,D:\Data\2013-1-3.pdf,58,569
R2013,2013,D:\Data\2013-1-3.pdf,59,611
R2013,2013,D:\Data\2013-1-3.pdf,60,535
R2013,2013,D:\Data\2013-1-3.pdf,61,562
R2013,2013,D:\Data\2013-1-3.pdf,62,563
R2013,2013,D:\Data\2013-1-3.pdf,63,522
R2013,2013,D:\Data\2013-1-3.pdf,64,429
R2013,2013,D:\Data\2013-1-3.pdf,65,403
R2013,2013,D:\Data\2013-1-3.pdf,66,440
R2013,2013,D:\Data\2013-1-3.pdf,67,411
R2013,2013,D:\Data\2013-1-3.pdf,68,414
R2013,2013,D:\Data\2013-1-3.pdf,69,487
R2013,2013,D:\Data\2013-1-3.pdf,70,406
R2013,2013,D:\Data\2013-1-3.pdf,71,394
R2013,2013,D:\Data\2013-1-3.pdf,72,393
R2013,2013,D:\Data\2013-1-3.pdf,73,336
R2013,2013,D:\Data\2013-1-3.pdf,74,683
R2013,2013,D:\Data\2013-1-3.pdf,75,613
R2013,2013,D:\Data\2013-1-3.pdf,76,659
R2013,2013,D:\Data\2013-1-3.pdf,77,650
R2013,2013,D:\Data\2013-1-3.pdf,78,656
R2013,2013,D:\Data\2013-1-3.pdf,79,708
R2013,2013,D:\Data\2013-1-3.pdf,80,593
R2013,2013,D:\Data\2013-1-3.pdf,81,595
R2013,2013,D:\Data\2013-1-3.pdf,82,604
R2013,2013,D:\Data\2013-1-3.pdf,83,567
R2013,2013,D:\Data\2013-1-3.pdf,84,602
R2013,2013,D:\Data\2013-1-3.pdf,85,521
R2013,2013,D:\Data\2013-1-3.pdf,86,576
R2013,2013,D:\Data\2013-1-3.pdf,87,579
R2013,2013,D:\Data\2013-1-3.pdf,88,562
R2013,2013,D:\Data\2013-1-3.pdf,89,628
R2013,2013,D:\Data\2013-1-3.pdf,90,495
R2013,2013,D:\Data\2013-1-3.pdf,91,513
R2013,2013,D:\Data\2013-1-3.pdf,92,521
R2013,2013,D:\Data\2013-1-3.pdf,93,489
R2013,2013,D:\Data\2013-1-3.pdf,94,701
R2013,2013,D:\Data\2013-1-3.pdf,95,641
R2013,2013,D:\Data\2013-1-3.pdf,96,681
R2013,2013,D:\Data\2013-1-3.pdf,97,671
R2013,2013,D:\Data\2013-1-3.pdf,98,676
R2013,2013,D:\Data\2013-1-3.pdf,99,736
R2013,2013,D:\Data\2013-1-3.pdf,100,603
R2013,2013,D:\Data\2013-1-3.pdf,101,620
R2013,2013,D:\Data\2013-1-3.pdf,102,621
R2013,2013,D:\Data\2013-1-3.pdf,103,574
