file_path,file_role,file_size_bytes,sha256,notes
README.md,repository_overview,2333,d85826e54d789fadfc923438feac49929e91335c0cc91e04078e3185224edaca,present
DATASET_CARD.md,dataset_documentation,2416,7f4160b4c6a642f0cd8e66d3bd201976c411ecd95d81be72254c6d957900db52,present
data/corpus_2026/README.md,corpus_documentation,3200,fd7cae7f4bb0eaa6e10ae67488bb67d40a2b92c92be133603edd4c569846b7fd,present
data/corpus_2026/manifest.json,machine_readable_manifest,16058,2418eae365f4ae93ac4661d9c0c4fc8ee1fa63ac5bf4186584292f0ac67ded2c,present
data/corpus_2026/metadata/curated_sections.csv,primary_analysis_unit_metadata,34909,15c3100c3e684a5bc619e94b383c55d564870c6e301282ab0096d9c1dc93e28a,present
data/corpus_2026/texts/curated_chunks_jsonl/curated_chunks.jsonl,text_near_search_and_citation_support,7417282,85919a3fe94b697e9256bc61ff58d4618aa2109909af0b0af2c00d23925139d9,present
data/corpus_2026/metadata/curated_chunks.csv,chunk_metadata,203075,29fe9ba3ae3186d90f02d27655f8502bad2a657ebe47810bfab385b6deb151e3,present
data/corpus_2026/metadata/curated_theme_summary.csv,theme_summary_metadata,522,29aa872940f26cb1e395a2fc7a795826910a73afe4995d41df21914ed09fa293,present
